sample_id,filepath,observed_poisoned_label,clean_label_eval_only,is_adversarially_flipped_eval_only,attack_target_eval_only,attack_score_eval_only,attack_gradient_conflict_eval_only,attack_target_plausibility_eval_only,reliability,loss_clean_signal,consistency_clean_signal,proto_clean_signal,grad_clean_signal,teacher_conf
3439,/content/Dataset/LYM/LYM-PYSCVGGN.jpg,3,3,0,2,1.0475515,0.8053447,1.0,0.77678883,0.64396745,0.98680246,0.61615896,1.0,0.31003237
3440,/content/Dataset/MUS/MUS-RCPECEVN.jpg,7,5,1,7,0.96309227,0.80120444,1.0,0.67512864,0.4967223,0.98513925,0.41699192,1.0,0.25485078
3441,/content/Dataset/STR/STR-WARQDDIY.jpg,7,7,0,4,0.69876903,0.88629395,1.0,0.6875908,0.46343526,0.9820168,0.51594245,0.99999714,0.25234035
3442,/content/Dataset/TUM/TUM-QTEVKWAC.jpg,6,8,1,6,0.9859157,0.79655135,1.0,0.4846896,0.13097335,0.9901886,0.16324487,1.0,0.2589693
3443,/content/Dataset/MUC/MUC-PDLCYSPF.jpg,4,4,0,3,1.0172304,0.79253566,1.0,0.7951477,0.664493,0.98665047,0.6609802,1.0,0.31100273
3444,/content/Dataset/BACK/BACK-LTEFQHCY.jpg,1,1,0,2,1.0611827,0.82524014,1.0,0.3004948,0.016577879,0.99007744,0.38670814,3.4645483e-36,0.26721525
3445,/content/Dataset/TUM/TUM-VETSYGYK.jpg,8,8,0,6,0.9847471,0.78724384,1.0,0.6627136,0.44967467,0.987567,0.4312563,1.0,0.2610222
3446,/content/Dataset/STR/STR-NSNLNACV.jpg,7,7,0,5,0.6728326,0.8834504,1.0,0.63530016,0.44267544,0.9842037,0.33409214,0.9999998,0.2507763
3447,/content/Dataset/MUC/MUC-SMADGKSC.jpg,4,4,0,3,1.0171807,0.79233855,1.0,0.7582043,0.5890445,0.9832888,0.62152386,1.0,0.29480776
3448,/content/Dataset/NORM/NORM-YRCMGTWP.jpg,6,6,0,8,0.9736186,0.77992177,1.0,0.7812689,0.6263564,0.9766797,0.66683304,0.99999964,0.28211513
3449,/content/Dataset/MUC/MUC-TSIGATFV.jpg,4,4,0,3,1.0170689,0.79199624,1.0,0.7838446,0.6615768,0.9842408,0.6217782,1.0,0.31033212
3450,/content/Dataset/NORM/NORM-RCEYRSMG.jpg,6,6,0,8,0.974001,0.7794962,1.0,0.7821609,0.63048816,0.9774898,0.6639684,0.9999996,0.28285098
3451,/content/Dataset/LYM/LYM-CMSFGSCE.jpg,3,3,0,2,1.0482662,0.8068281,1.0,0.6956338,0.49811313,0.98717976,0.4954331,1.0,0.28295705
3452,/content/Dataset/MUS/MUS-ACRAHEDA.jpg,5,5,0,7,0.9534674,0.77488166,1.0,0.8116584,0.6708063,0.98392767,0.7203626,0.9999999,0.3029805
3453,/content/Dataset/ADI/ADI-INTACCWI.jpg,0,0,0,5,1.1003854,0.83467555,1.0,0.75469965,0.57774866,0.9893663,0.61845744,0.99999994,0.31139183
3454,/content/Dataset/TUM/TUM-WAKKPCRF.jpg,8,8,0,6,0.9846861,0.78722036,1.0,0.7724415,0.6357142,0.9856894,0.6112148,1.0,0.2787373
3455,/content/Dataset/MUS/MUS-ADSWWNMQ.jpg,5,5,0,7,0.9536153,0.7744381,1.0,0.7824999,0.6516114,0.9796757,0.6340033,1.0,0.29736596
3456,/content/Dataset/BACK/BACK-IVMHTPHK.jpg,1,1,0,3,1.0660372,0.80976486,1.0,0.75951487,0.6240551,0.9861381,0.575472,1.0,0.29419667
3457,/content/Dataset/MUC/MUC-RAGENESL.jpg,4,4,0,7,0.99295515,0.7950464,0.99975586,0.78837824,0.65419775,0.9847566,0.6498309,1.0,0.30865395
3458,/content/Dataset/DEB/DEB-PDHKYNSE.jpg,5,2,1,5,1.0526353,0.8401168,1.0,0.2183972,0.014650151,0.98571604,0.06450577,0.0,0.2915191
3459,/content/Dataset/MUS/MUS-AEQLKWPL.jpg,5,5,0,7,0.9416305,0.8513381,1.0,0.62533146,0.38184163,0.98561966,0.37825188,1.0,0.2534592
3460,/content/Dataset/NORM/NORM-MVNRMPVW.jpg,6,6,0,8,0.9766738,0.7834302,1.0,0.794299,0.68757516,0.9866711,0.62525386,1.0,0.29364944
3461,/content/Dataset/MUC/MUC-WYYDEIQP.jpg,4,4,0,7,0.9935879,0.7962296,1.0,0.7710048,0.64356,0.9844747,0.5954555,1.0,0.3062797
3462,/content/Dataset/LYM/LYM-PRYSHSVH.jpg,3,3,0,4,1.0529728,0.8142395,0.9822157,0.78023857,0.64964783,0.9863344,0.6223797,1.0,0.31120837
3463,/content/Dataset/MUS/MUS-SGLYMDGM.jpg,7,5,1,7,0.9636392,0.8000908,1.0,0.6581754,0.46396142,0.9843854,0.39564744,1.0,0.25237998
3464,/content/Dataset/MUC/MUC-VSMINEYR.jpg,4,4,0,3,1.0172617,0.7925931,1.0,0.7992496,0.6677686,0.98488915,0.674211,1.0,0.31176117
3465,/content/Dataset/STR/STR-MRPSPMGI.jpg,8,7,1,8,0.9859486,0.8236443,1.0,0.19745083,0.00033535014,0.9827152,0.0031616983,0.0,0.25582883
3466,/content/Dataset/TUM/TUM-RFEYNSIL.jpg,8,8,0,6,0.9851656,0.7910001,1.0,0.7845064,0.64628553,0.98853123,0.6424008,1.0,0.27984768
3467,/content/Dataset/ADI/ADI-ALMGKRLR.jpg,0,0,0,4,1.0850178,0.8234744,1.0,0.74720025,0.57347125,0.98765343,0.5958186,1.0,0.3110703
3468,/content/Dataset/TUM/TUM-RTTFMNAY.jpg,8,8,0,6,0.9856202,0.7889396,1.0,0.7836711,0.65153384,0.98667264,0.6331989,1.0,0.28040612
3469,/content/Dataset/MUC/MUC-RHMFAVHQ.jpg,4,4,0,7,0.9926627,0.794119,1.0,0.77075547,0.5930478,0.9811186,0.66786015,1.0,0.2956164
3470,/content/Dataset/MUC/MUC-CPYTFAFL.jpg,0,4,1,0,1.0300821,0.79668665,1.0,0.19859593,0.00033535014,0.9892471,0.0025165507,0.0,0.29115167
3471,/content/Dataset/LYM/LYM-AKLMWCPD.jpg,3,3,0,2,1.0488652,0.8073416,1.0,0.75149786,0.5978658,0.9865782,0.5797169,1.0,0.30091476
3472,/content/Dataset/STR/STR-RQGKQSMH.jpg,7,7,0,5,0.92035073,0.7653266,1.0,0.7634897,0.5800853,0.9820588,0.77121043,0.85622764,0.26128918
3473,/content/Dataset/TUM/TUM-SDEAYWGA.jpg,8,8,0,6,0.98409164,0.7865208,1.0,0.79018635,0.6555823,0.988004,0.65252715,1.0,0.28084034
3474,/content/Dataset/NORM/NORM-VTVTNSLS.jpg,6,6,0,0,0.5614615,0.75030756,1.0,0.24034674,0.024039881,0.9839179,0.1405968,6.769696e-33,0.29595146
3475,/content/Dataset/MUC/MUC-TWWWQLTK.jpg,4,4,0,3,1.0165306,0.7916902,1.0,0.7547243,0.63006896,0.98451054,0.54919297,0.99999934,0.30333897
3476,/content/Dataset/ADI/ADI-HGVQELEP.jpg,3,0,1,3,1.1026623,0.82167983,1.0,0.46625197,0.08448671,0.9866946,0.1573707,1.0,0.2812087
3477,/content/Dataset/STR/STR-NRCDTGRS.jpg,5,7,1,5,0.9336916,0.7994695,1.0,0.5539083,0.23641492,0.98434705,0.29717496,0.99999964,0.26905274
3478,/content/Dataset/BACK/BACK-IMHPDHSY.jpg,1,1,0,3,1.0667807,0.8103541,1.0,0.66321445,0.4732093,0.9870147,0.40075308,1.0,0.2904347
3479,/content/Dataset/TUM/TUM-QHEFKDWT.jpg,8,8,0,6,0.98523796,0.78886724,1.0,0.8527222,0.7289366,0.9880933,0.79990315,0.9999999,0.28936553
3480,/content/Dataset/MUS/MUS-AHLPWITG.jpg,5,5,0,7,0.7160177,0.8953731,1.0,0.58597815,0.30585176,0.9842818,0.3283994,0.99986905,0.25507203
3481,/content/Dataset/LYM/LYM-PCYGGIFN.jpg,4,3,1,4,1.0538592,0.81488574,0.9838958,0.4555956,0.061578017,0.9871652,0.14644116,1.0,0.2969
3482,/content/Dataset/MUS/MUS-ANTWGTNF.jpg,5,5,0,7,0.9511084,0.7740997,1.0,0.4280601,0.3024607,0.94968724,0.5290456,0.0,0.21614291
3483,/content/Dataset/LYM/LYM-AKRENATL.jpg,4,3,1,4,1.0570565,0.8146739,0.9947647,0.44951677,0.05186284,0.9849914,0.13746597,1.0,0.29884258
3484,/content/Dataset/NORM/NORM-MWDYGLRG.jpg,6,6,0,4,0.99649537,0.80540836,0.91295886,0.76352066,0.6024341,0.9841048,0.62339497,0.9999952,0.27795142
3485,/content/Dataset/MUS/MUS-QRLFIQAN.jpg,5,5,0,7,0.96102786,0.7879298,1.0,0.64575565,0.42095235,0.9838439,0.40661404,1.0,0.241947
3486,/content/Dataset/MUS/MUS-SCMLVSSQ.jpg,5,5,0,7,0.9565094,0.7782272,1.0,0.76953566,0.6314605,0.9871817,0.6043528,1.0,0.291732
3487,/content/Dataset/LYM/LYM-RTHIMPWP.jpg,3,3,0,2,1.0481129,0.8060421,1.0,0.76829696,0.62950844,0.9869253,0.60233593,1.0,0.30709523
3488,/content/Dataset/ADI/ADI-CQISVGGV.jpg,3,0,1,3,1.102304,0.8214332,1.0,0.44771606,0.052737296,0.9854171,0.12869832,1.0,0.2944762
3489,/content/Dataset/NORM/NORM-TDAIEPHK.jpg,4,6,1,4,1.0142744,0.807786,0.96876013,0.32446602,0.20064685,0.98742414,0.22701915,9.369304e-20,0.25067633
3490,/content/Dataset/STR/STR-QAQYISDQ.jpg,7,7,0,5,0.38595855,0.8647641,1.0,0.50225717,0.17364125,0.9839523,0.17876914,0.9999998,0.2601207
3491,/content/Dataset/LYM/LYM-CQYGTVEL.jpg,3,3,0,2,1.0481999,0.8064454,1.0,0.7985614,0.67227006,0.986658,0.6637411,1.0,0.31603014
3492,/content/Dataset/ADI/ADI-DAGNEHAW.jpg,3,0,1,3,1.102224,0.821344,1.0,0.42781878,0.02246823,0.97976524,0.09600735,1.0,0.31203818
3493,/content/Dataset/MUC/MUC-TMHYCTAM.jpg,4,4,0,3,1.0172285,0.7924323,1.0,0.79389316,0.6626057,0.9847323,0.6601389,1.0,0.3105682
3494,/content/Dataset/NORM/NORM-RKGWVESQ.jpg,4,6,1,4,1.0225167,0.8105453,0.9916125,0.3542535,0.25757477,0.9883255,0.26574898,8.9353655e-14,0.23659714
3495,/content/Dataset/BACK/BACK-PCPYAEEK.jpg,1,1,0,3,1.06594,0.80948806,1.0,0.6980857,0.53071654,0.9861681,0.4604054,0.9999999,0.29183984
3496,/content/Dataset/MUC/MUC-DVIDARHM.jpg,4,4,0,3,1.0174657,0.792964,1.0,0.78150105,0.6335351,0.985077,0.65099347,1.0,0.30408737
3497,/content/Dataset/LYM/LYM-SNFWSPEQ.jpg,3,3,0,2,1.0474522,0.8057287,1.0,0.71952784,0.54451853,0.9870392,0.52615404,1.0,0.29108915
3498,/content/Dataset/ADI/ADI-GHIDSLGW.jpg,0,0,0,5,1.090416,0.8303087,0.97231424,0.7496516,0.55771035,0.98519486,0.6296562,1.0,0.30989498
3499,/content/Dataset/DEB/DEB-YQICTSHG.jpg,3,2,1,3,1.0199249,0.7956082,1.0,0.24912481,0.04509186,0.96443117,0.16182569,0.0,0.26263672
3500,/content/Dataset/ADI/ADI-IMISVTHQ.jpg,0,0,0,5,1.1009139,0.83218837,1.0,0.8021461,0.66027164,0.9901485,0.6920852,1.0,0.31790763
3501,/content/Dataset/STR/STR-WKKGGLIR.jpg,7,7,0,5,0.9213979,0.7655713,1.0,0.52837527,0.40438342,0.98722196,0.75758684,9.555098e-13,0.24787317
3502,/content/Dataset/STR/STR-RGMWILGL.jpg,8,7,1,8,0.97330314,0.8274165,1.0,0.19724038,0.00033535014,0.98442394,0.0009528523,0.0,0.26516432
3503,/content/Dataset/BACK/BACK-MKAKTLWP.jpg,1,1,0,8,1.0625993,0.814938,0.99149156,0.23400962,0.03272433,0.98571056,0.10165601,2.024638e-12,0.27114514
3504,/content/Dataset/TUM/TUM-RKCTCLGN.jpg,8,8,0,6,0.9792241,0.7840009,1.0,0.7831721,0.6505089,0.9859654,0.63320357,1.0,0.28029665
3505,/content/Dataset/BACK/BACK-MQWFDKVC.jpg,1,1,0,3,1.0661426,0.80946094,1.0,0.75371355,0.6253686,0.9867275,0.54995614,1.0,0.2942312
3506,/content/Dataset/LYM/LYM-SGTLDKGH.jpg,3,3,0,2,1.0510432,0.8121401,1.0,0.80243206,0.6638304,0.9851465,0.6922485,1.0,0.31420407
3507,/content/Dataset/NORM/NORM-AKLKAHTW.jpg,6,6,0,8,0.9779884,0.7867675,1.0,0.77918744,0.64496493,0.98581755,0.6251448,1.0,0.2854726
3508,/content/Dataset/MUS/MUS-AIRWGEVM.jpg,5,5,0,7,0.9575487,0.78083384,1.0,0.7572622,0.61723626,0.9845635,0.5772671,1.0,0.28789562
3509,/content/Dataset/ADI/ADI-EACRAMTG.jpg,3,0,1,3,1.1023595,0.82117665,1.0,0.45254153,0.06142643,0.98640066,0.13504867,1.0,0.29068074
3510,/content/Dataset/TUM/TUM-YGPTIHCD.jpg,8,8,0,6,0.9854196,0.78824675,1.0,0.7716023,0.6320134,0.9878007,0.6113498,1.0,0.27835292
3511,/content/Dataset/MUS/MUS-STQARAWV.jpg,5,5,0,7,0.96113044,0.7873968,1.0,0.76985604,0.63313437,0.98527837,0.6048134,1.0,0.29219076
3512,/content/Dataset/NORM/NORM-LFDKRPVM.jpg,6,6,0,8,0.9718719,0.7758901,1.0,0.8115714,0.6778319,0.98635393,0.7082378,0.99999994,0.2917113
3513,/content/Dataset/DEB/DEB-RHHWPFGC.jpg,2,2,0,3,1.0189984,0.79360974,1.0,0.6833457,0.5093879,0.9877222,0.43006194,1.0,0.29054496
3514,/content/Dataset/MUS/MUS-QWWQMKPS.jpg,2,5,1,2,1.0544372,0.83466834,1.0,0.19399764,0.00033535014,0.9689821,0.00033535014,0.0,0.2305652
3515,/content/Dataset/NORM/NORM-WLQVKRLT.jpg,6,6,0,4,0.99773,0.80744976,0.91095495,0.7533745,0.57833284,0.9860891,0.61496216,0.99999803,0.27390215
3516,/content/Dataset/STR/STR-VFPQWLPR.jpg,5,7,1,5,0.9327469,0.7984408,1.0,0.5970909,0.3263177,0.9859867,0.34272933,1.0,0.2614178
3517,/content/Dataset/STR/STR-QWYLIKNV.jpg,7,7,0,5,0.4127928,0.8690605,1.0,0.6772444,0.5043223,0.98242563,0.41698697,0.99999875,0.25542632
3518,/content/Dataset/BACK/BACK-KWSKSKYD.jpg,1,1,0,3,1.0662681,0.8102697,1.0,0.76003045,0.6013427,0.98620903,0.60927486,0.9999998,0.29360697
3519,/content/Dataset/LYM/LYM-NYMWGYIN.jpg,4,3,1,4,1.0583605,0.815214,1.0,0.46352434,0.07518971,0.9876553,0.15870759,1.0,0.29067305
3520,/content/Dataset/BACK/BACK-MQARKMNI.jpg,2,1,1,2,1.0771728,0.82644224,1.0,0.19835636,0.00033535014,0.9907757,0.00033535014,0.0,0.26270086
3521,/content/Dataset/STR/STR-WPLDKYES.jpg,7,7,0,4,0.5374949,0.714382,1.0,0.19453023,0.00033535014,0.9698157,0.0017988659,0.0,0.2787527
3522,/content/Dataset/STR/STR-NIVINYPR.jpg,7,7,0,5,0.9183618,0.832483,1.0,0.5303987,0.2390397,0.9844292,0.19939627,0.99999964,0.25547642
3523,/content/Dataset/BACK/BACK-MKKAGWVK.jpg,0,1,1,0,1.0776808,0.81517434,1.0,0.70900166,0.6237413,0.982913,0.37643844,1.0,0.31493816
3524,/content/Dataset/DEB/DEB-VPPHVPYR.jpg,2,2,0,3,1.0173836,0.7913519,1.0,0.5811044,0.31318316,0.9837537,0.2989682,0.9999874,0.28077987
3525,/content/Dataset/TUM/TUM-YVLTLFFL.jpg,8,8,0,6,0.9854063,0.78894025,1.0,0.63445306,0.40629008,0.9866294,0.3797027,0.99999994,0.25704703
3526,/content/Dataset/ADI/ADI-IMAKSFLT.jpg,3,0,1,3,1.1021804,0.820879,1.0,0.44760644,0.053184096,0.98485637,0.12808284,1.0,0.2935829
3527,/content/Dataset/NORM/NORM-LHPETMCS.jpg,6,6,0,8,0.97799355,0.7864463,1.0,0.7785114,0.6198859,0.98578876,0.6575744,0.99999994,0.2809731
3528,/content/Dataset/TUM/TUM-VQVNSEIT.jpg,8,8,0,6,0.98370093,0.78631955,1.0,0.6381677,0.40544668,0.9849945,0.39705047,0.9999993,0.25696924
3529,/content/Dataset/LYM/LYM-HKWLWGEW.jpg,4,3,1,4,1.0587733,0.8150667,1.0,0.5070842,0.15768132,0.9864787,0.21840008,1.0,0.26915333
3530,/content/Dataset/STR/STR-WCMMSLLG.jpg,5,7,1,5,0.93098074,0.7851416,1.0,0.5613684,0.2565012,0.98606795,0.297518,0.9999995,0.2675284
3531,/content/Dataset/ADI/ADI-ILLNEQRF.jpg,0,0,0,4,1.0847582,0.82327497,1.0,0.80426466,0.68804246,0.98654205,0.6645656,1.0,0.320289
3532,/content/Dataset/STR/STR-NHDKYKIR.jpg,7,7,0,5,0.9261006,0.773924,1.0,0.7933927,0.6845746,0.9830137,0.62875545,0.99999994,0.27019638
3533,/content/Dataset/LYM/LYM-TVACRLCH.jpg,3,3,0,4,1.049658,0.8140065,0.97290796,0.70001507,0.50756866,0.98692733,0.49992242,1.0,0.28459132
3534,/content/Dataset/BACK/BACK-PADMYWRV.jpg,1,1,0,0,1.0695142,0.820751,1.0,0.1977023,0.00033535014,0.9863084,0.0012930412,0.0,0.23726934
3535,/content/Dataset/MUC/MUC-YQLDHNTN.jpg,3,4,1,3,1.0183364,0.7941537,1.0,0.43845332,0.01494039,0.9851238,0.1447976,1.0,0.3077819
3536,/content/Dataset/DEB/DEB-NVYLMYVI.jpg,2,2,0,3,1.0174948,0.79148793,1.0,0.7985257,0.6625236,0.9864786,0.6773869,1.0,0.29833728
3537,/content/Dataset/BACK/BACK-MIQWFRMT.jpg,1,1,0,3,1.0665982,0.8102221,1.0,0.744398,0.6146877,0.9859832,0.52824265,1.0,0.29395175
3538,/content/Dataset/TUM/TUM-QYSIEWVA.jpg,8,8,0,6,0.9849341,0.78804326,1.0,0.6365545,0.40271008,0.9865239,0.39320594,0.9999983,0.25671664
3539,/content/Dataset/NORM/NORM-PTAETSSF.jpg,6,6,0,8,0.9764149,0.78703266,1.0,0.6438495,0.39640805,0.9845735,0.49449307,0.9228436,0.2457614
3540,/content/Dataset/MUC/MUC-RDCDGITY.jpg,4,4,0,3,1.0169517,0.79274464,1.0,0.77364534,0.6282831,0.9873272,0.6251233,1.0,0.30295524
3541,/content/Dataset/ADI/ADI-DVPCNVFI.jpg,0,0,0,4,1.0850707,0.8238943,1.0,0.6546356,0.40453964,0.9852594,0.4639795,1.0,0.29879007
3542,/content/Dataset/ADI/ADI-CMYLCIAW.jpg,0,0,0,4,1.0854758,0.823876,1.0,0.78816134,0.65087014,0.9878671,0.6511336,1.0,0.3171275
3543,/content/Dataset/BACK/BACK-IAECSGFW.jpg,1,1,0,3,1.0664377,0.80978775,1.0,0.77357084,0.6505334,0.9863669,0.5944432,1.0,0.29490405
3544,/content/Dataset/ADI/ADI-EWPFRVKD.jpg,0,0,0,5,1.0970837,0.83114034,0.9912495,0.6261757,0.33749458,0.9884885,0.44141954,1.0,0.29375735
3545,/content/Dataset/STR/STR-SLHRRPKP.jpg,2,7,1,2,0.9945337,0.8119986,1.0,0.19722375,0.00033535014,0.9851127,0.00033535014,0.0,0.24584103
3546,/content/Dataset/BACK/BACK-LISDQFLT.jpg,0,1,1,0,1.0753529,0.8105552,1.0,0.60332495,0.43399903,0.981416,0.22056828,1.0,0.3009315
3547,/content/Dataset/LYM/LYM-YTRSWHAL.jpg,3,3,0,2,1.0520352,0.81507087,1.0,0.73294467,0.56897956,0.9870173,0.5455937,1.0,0.29551655
3548,/content/Dataset/ADI/ADI-FHHYAWEN.jpg,0,0,0,5,1.1003693,0.8320944,1.0,0.7842359,0.59104306,0.9906175,0.71698934,1.0,0.31239927
3549,/content/Dataset/ADI/ADI-HQMSVSKH.jpg,0,0,0,4,1.0855601,0.82454896,1.0,0.5760557,0.24751875,0.98671263,0.3683266,1.0,0.28627264
3550,/content/Dataset/NORM/NORM-VETYRMRT.jpg,6,6,0,8,0.97270036,0.7769592,1.0,0.78968155,0.6457522,0.98557484,0.6662134,0.9999997,0.2856172
3551,/content/Dataset/BACK/BACK-MAMIWFLW.jpg,1,1,0,3,1.0669827,0.81054115,1.0,0.77955663,0.66277415,0.98593223,0.601597,1.0,0.29523984
3552,/content/Dataset/STR/STR-PTASENIS.jpg,7,7,0,5,0.5747506,0.88813883,1.0,0.6918517,0.47871867,0.98364866,0.51028335,0.9999979,0.2534916
3553,/content/Dataset/DEB/DEB-VPQPTPGA.jpg,2,2,0,3,1.0183394,0.79223204,1.0,0.7969385,0.6667821,0.98640656,0.6651337,1.0,0.2985742
3554,/content/Dataset/LYM/LYM-NNNDFIST.jpg,5,3,1,5,1.0660416,0.82225,0.9756434,0.20962611,0.0034713207,0.9895677,0.04199044,0.0,0.29152453
3555,/content/Dataset/TUM/TUM-TPEPIKYQ.jpg,8,8,0,6,0.98517984,0.78794575,1.0,0.80533224,0.6717175,0.98655593,0.69167954,1.0,0.28260285
3556,/content/Dataset/DEB/DEB-VRTYQHFW.jpg,2,2,0,3,1.0169919,0.7913546,1.0,0.7896715,0.66362035,0.986651,0.6402967,1.0,0.29839814
3557,/content/Dataset/NORM/NORM-YTDIHNNW.jpg,6,6,0,4,0.9996298,0.80709684,0.9191089,0.786165,0.6410892,0.98687035,0.6576393,0.99999946,0.28476387
3558,/content/Dataset/MUC/MUC-VLVDKQSK.jpg,3,4,1,3,1.0177721,0.792841,1.0,0.43102354,0.008336849,0.9859768,0.12364118,1.0,0.3084593
3559,/content/Dataset/DEB/DEB-QVPPRVTG.jpg,2,2,0,3,1.0166489,0.78921735,1.0,0.7579371,0.62344986,0.9856549,0.57039464,1.0,0.29623327
3560,/content/Dataset/ADI/ADI-CVTCWQTL.jpg,0,0,0,4,1.085174,0.82726896,1.0,0.8066805,0.73982894,0.9859304,0.60221714,1.0,0.32512727
3561,/content/Dataset/MUS/MUS-PPMIYMNW.jpg,5,5,0,7,0.9554376,0.7779075,1.0,0.555232,0.56186754,0.9848343,0.64611155,0.00041768007,0.27385518
3562,/content/Dataset/ADI/ADI-DHCFEINT.jpg,5,0,1,5,1.102978,0.8377218,1.0,0.23235098,0.02612897,0.99001336,0.10081263,0.0,0.31725976
3563,/content/Dataset/NORM/NORM-RNCQMFYH.jpg,4,6,1,4,1.004358,0.8097553,0.9292623,0.29913113,0.15022881,0.9843665,0.198711,2.859892e-25,0.2574076
3564,/content/Dataset/LYM/LYM-CMIDTWML.jpg,4,3,1,4,1.0572248,0.8152591,0.9936725,0.48698515,0.11873756,0.98691714,0.1921742,1.0,0.27914038
3565,/content/Dataset/TUM/TUM-YGRREPTW.jpg,8,8,0,6,0.9850061,0.7877955,1.0,0.70097136,0.52178824,0.98747677,0.48340052,1.0,0.26763698
3566,/content/Dataset/DEB/DEB-RYFLWWML.jpg,2,2,0,3,1.0184088,0.7925372,1.0,0.7459446,0.60577434,0.9857063,0.5471292,1.0,0.29531613
3567,/content/Dataset/BACK/BACK-LIVYCNDV.jpg,0,1,1,0,1.0796995,0.82583815,1.0,0.752617,0.6978194,0.98483723,0.44565108,1.0,0.32115862
3568,/content/Dataset/LYM/LYM-QQFHVSTW.jpg,3,3,0,2,1.0484997,0.8065277,1.0,0.7668927,0.62563354,0.9847083,0.6039171,1.0,0.306321
3569,/content/Dataset/MUC/MUC-VFFSWYRT.jpg,6,4,1,6,1.0188779,0.82697207,1.0,0.30249554,0.12159378,0.98126745,0.25473684,2.642316e-16,0.27598917
3570,/content/Dataset/LYM/LYM-TCKWHAMF.jpg,3,3,0,8,0.92172784,0.90320677,1.0,0.77427524,0.5776919,0.9893725,0.69683444,1.0,0.29712346
3571,/content/Dataset/TUM/TUM-YMWHSTWG.jpg,6,8,1,6,0.98788595,0.7941637,1.0,0.6073992,0.37116572,0.98352164,0.32314754,1.0,0.24192879
3572,/content/Dataset/MUS/MUS-SKQADAVI.jpg,0,5,1,0,1.0445338,0.85298574,1.0,0.19760178,0.00033535014,0.97818255,0.00739157,0.0,0.2797217
3573,/content/Dataset/STR/STR-WFKVYHMY.jpg,5,7,1,5,0.92802167,0.78215724,1.0,0.5953412,0.3234118,0.98629975,0.33954868,1.0,0.2616832
3574,/content/Dataset/TUM/TUM-QEPDIMQC.jpg,8,8,0,6,0.7196972,0.9008471,1.0,0.5353736,0.27611768,0.9880727,0.3082326,0.8202988,0.2443691
3575,/content/Dataset/BACK/BACK-AFWVSMRW.jpg,0,1,1,0,1.0777376,0.8160792,1.0,0.68526876,0.59507483,0.9841201,0.3206743,1.0,0.31270733
3576,/content/Dataset/MUC/MUC-RDEKIMVF.jpg,3,4,1,3,1.0177175,0.7928003,1.0,0.4322688,0.009275646,0.9841717,0.12875193,1.0,0.3093748
3577,/content/Dataset/MUS/MUS-PDNTVLGA.jpg,5,5,0,7,0.95830774,0.7847745,1.0,0.765166,0.62567395,0.9810631,0.59986997,1.0,0.2901582
3578,/content/Dataset/MUC/MUC-QTPCNQFP.jpg,0,4,1,0,1.0321479,0.8048083,1.0,0.19660397,0.00033535014,0.95668995,0.020594444,0.0,0.2427005
3579,/content/Dataset/STR/STR-SYKHAPTR.jpg,7,7,0,5,0.8887676,0.79643226,1.0,0.44388393,0.25296417,0.97007775,0.6453237,1.92913e-12,0.23540309
3580,/content/Dataset/STR/STR-SNKHKIYI.jpg,5,7,1,5,0.9288116,0.7824709,1.0,0.592465,0.31775114,0.9864558,0.33584362,1.0,0.2617322
3581,/content/Dataset/BACK/BACK-KQKCAWKS.jpg,0,1,1,0,1.0780332,0.81700456,1.0,0.53613186,0.28480822,0.9774736,0.163817,1.0,0.28951982
3582,/content/Dataset/TUM/TUM-RITTYSHP.jpg,8,8,0,6,0.98462576,0.7891906,1.0,0.742974,0.5794013,0.98734987,0.5708541,1.0,0.27309075
3583,/content/Dataset/LYM/LYM-SVRYGMKM.jpg,3,3,0,2,1.0487523,0.80703574,1.0,0.8024329,0.67278135,0.9870216,0.6782205,1.0,0.31614187
3584,/content/Dataset/LYM/LYM-QMPSAHYC.jpg,3,3,0,4,1.0520189,0.8143891,0.9789838,0.7844277,0.6508558,0.9864732,0.6373342,1.0,0.31146017
3585,/content/Dataset/STR/STR-NEIAGMYG.jpg,5,7,1,5,0.93284404,0.80830795,1.0,0.6057021,0.34179127,0.98576224,0.3556908,1.0,0.25825796
3586,/content/Dataset/DEB/DEB-VKYMAFTW.jpg,2,2,0,3,1.0188802,0.79310155,1.0,0.804456,0.6698368,0.9865988,0.69077337,1.0,0.29874521
3587,/content/Dataset/ADI/ADI-FIMRWGVM.jpg,0,0,0,5,1.1012448,0.8334447,1.0,0.7899488,0.642177,0.9887549,0.66974354,1.0,0.3164165
3588,/content/Dataset/TUM/TUM-TVEKRWCW.jpg,8,8,0,6,0.9842602,0.78679764,1.0,0.7486153,0.59729326,0.98617,0.5693146,1.0,0.2748424
3589,/content/Dataset/LYM/LYM-RPVKEMCD.jpg,3,3,0,4,1.053172,0.8148056,0.98209584,0.77748084,0.64180094,0.98593193,0.6226564,1.0,0.30958724
3590,/content/Dataset/NORM/NORM-SSMFIYCE.jpg,4,6,1,4,1.011271,0.8086519,0.95490587,0.3741929,0.30181605,0.9871629,0.28449884,1.5347277e-11,0.24179381
3591,/content/Dataset/LYM/LYM-RMVVSRRG.jpg,3,3,0,4,1.0533606,0.81556296,0.980778,0.76805925,0.6305027,0.9860069,0.60072786,1.0,0.30729473
